City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
Dakar,14.6937,-17.4441,20.0,83,0,3.6,SN,1615779494
George Town,5.4112,100.3354,32.0,62,20,1.03,MY,1615779195
Ribeira Grande,38.5167,-28.7,15.77,92,34,3.1,PT,1615779270
Khovd,48.0056,91.6419,-6.51,23,100,2.13,MN,1615779495
Limerick,52.6647,-8.6231,9.0,93,75,3.6,IE,1615779495
Najrān,17.4924,44.1277,15.0,44,2,1.03,SA,1615779496
Saldanha,-33.0117,17.9442,16.0,88,76,8.75,ZA,1615779373
Kapaa,22.0752,-159.319,23.0,88,90,8.23,US,1615779264
Busselton,-33.65,115.3333,25.0,41,9,3.13,AU,1615779259
Tiksi,71.6872,128.8694,-16.07,89,100,1.43,RU,1615779269
Ushuaia,-54.8,-68.3,9.0,71,75,3.6,AR,1615779268
São Filipe,14.8961,-24.4956,21.49,73,0,1.82,CV,1615779440
Warri,5.5167,5.75,24.37,86,100,0.54,NG,1615779497
Leningradskiy,69.3833,178.4167,-16.94,93,100,5.38,RU,1615779325
Concordia,-31.393,-58.0209,20.56,57,0,1.34,AR,1615779498
Ushuaia,-54.8,-68.3,9.0,71,75,3.6,AR,1615779268
Soe,-9.8607,124.284,25.76,78,85,1.01,ID,1615779498
Ushuaia,-54.8,-68.3,9.0,71,75,3.6,AR,1615779268
George Town,5.4112,100.3354,32.0,62,20,1.03,MY,1615779195
Rikitea,-23.1203,-134.9692,27.62,71,37,1.17,PF,1615779261
Albany,42.6001,-73.9662,-4.44,31,35,3.13,US,1615779219
Cape Town,-33.9258,18.4232,18.89,88,75,7.72,ZA,1615779233
Hobart,-42.8794,147.3294,21.67,40,40,8.75,AU,1615779002
Nouakchott,18.0858,-15.9785,20.0,56,0,5.14,MR,1615779500
Rikitea,-23.1203,-134.9692,27.62,71,37,1.17,PF,1615779261
Saskylakh,71.9167,114.0833,-28.32,93,97,1.71,RU,1615779360
Oriximiná,-1.7656,-55.8661,24.24,88,65,1.39,BR,1615779370
Āsosa,10.0667,34.5333,20.33,39,38,0.76,ET,1615779501
Atuona,-9.8,-139.0333,26.9,69,7,4.74,PF,1615779259
Kudahuvadhoo,2.6708,72.8944,28.58,69,96,3.18,MV,1615779479
Torbay,47.6666,-52.7314,-2.78,93,90,2.57,CA,1615779047
Mehamn,71.0357,27.8492,-0.93,93,100,9.56,NO,1615779415
Busselton,-33.65,115.3333,25.0,41,9,3.13,AU,1615779259
Souillac,-20.5167,57.5167,25.0,94,75,1.03,MU,1615779275
Qaqortoq,60.7167,-46.0333,3.0,44,90,19.55,GL,1615779417
Hilo,19.7297,-155.09,22.0,83,90,2.06,US,1615779330
Lorengau,-2.0226,147.2712,29.11,68,98,3.27,PG,1615779321
Ponta do Sol,32.6667,-17.1,12.78,69,99,0.89,PT,1615779105
Hilo,19.7297,-155.09,22.0,83,90,2.06,US,1615779330
George Town,5.4112,100.3354,32.0,62,20,1.03,MY,1615779195
Buritizeiro,-17.3511,-44.9622,18.86,83,97,0.6,BR,1615779505
Saskylakh,71.9167,114.0833,-28.32,93,97,1.71,RU,1615779360
Hilo,19.7297,-155.09,22.0,83,90,2.06,US,1615779330
Ponta do Sol,32.6667,-17.1,12.78,69,99,0.89,PT,1615779105
Mahon,39.8885,4.2658,11.0,71,40,5.66,ES,1615779392
Saskylakh,71.9167,114.0833,-28.32,93,97,1.71,RU,1615779360
Pljevlja,43.3333,19.3333,-2.0,100,90,6.69,ME,1615779506
Talnakh,69.4865,88.3972,-30.27,95,35,1.01,RU,1615779431
Provideniya,64.3833,-173.3,-3.85,93,100,5.03,RU,1615779263
Cherskiy,68.75,161.3,-23.49,90,81,3.19,RU,1615779377
Konotop,51.2403,33.2026,1.73,96,100,5.51,UA,1615779508
Rikitea,-23.1203,-134.9692,27.62,71,37,1.17,PF,1615779261
Strelka,58.0728,93.0344,-12.36,88,100,2.17,RU,1615779509
Vaini,-21.2,-175.2,24.0,94,75,1.54,TO,1615779277
Inhambane,-23.865,35.3833,22.86,93,1,1.82,MZ,1615779509
Beringovskiy,63.05,179.3167,-12.72,87,100,4.86,RU,1615779409
Mehamn,71.0357,27.8492,-0.93,93,100,9.56,NO,1615779415
Rio Grande,-32.035,-52.0986,20.16,76,9,3.48,BR,1615779510
Busselton,-33.65,115.3333,25.0,41,9,3.13,AU,1615779259
Rikitea,-23.1203,-134.9692,27.62,71,37,1.17,PF,1615779261
Sobolevo,54.4299,31.8996,1.04,95,98,4.57,RU,1615779511
Altay,47.8667,88.1167,-5.62,91,100,1.32,CN,1615779511
Necochea,-38.5473,-58.7368,13.89,94,0,0.89,AR,1615779297
Thompson,55.7435,-97.8558,-3.0,39,75,4.12,CA,1615779258
Norman Wells,65.282,-126.8329,-21.0,77,75,3.09,CA,1615779327
Cape Town,-33.9258,18.4232,18.89,88,75,7.72,ZA,1615779233
Pangnirtung,66.1451,-65.7125,-28.03,86,4,0.84,CA,1615779267
East London,-33.0153,27.9116,22.0,94,75,4.12,ZA,1615779261
Ibirama,-27.0569,-49.5178,21.11,99,79,0.68,BR,1615779513
Saint George,37.1041,-113.5841,12.78,40,1,1.54,US,1615779447
Port Elizabeth,-33.918,25.5701,20.0,94,100,1.54,ZA,1615779264
Kapit,2.0167,112.9333,35.17,48,55,0.05,MY,1615779514
Hermanus,-34.4187,19.2345,16.11,95,91,0.45,ZA,1615779264
Pokhara,28.2333,83.9833,25.76,28,0,2.49,NP,1615779515
Opuwo,-18.0607,13.84,19.14,84,57,0.57,NA,1615779515
Mahébourg,-20.4081,57.7,25.0,94,75,1.03,MU,1615778997
Tena,-0.9833,-77.8167,21.38,99,100,1.22,EC,1615779516
Bezhetsk,57.7851,36.6965,1.2,97,100,5.1,RU,1615779516
Vaini,-21.2,-175.2,24.0,94,75,1.54,TO,1615779277
Busselton,-33.65,115.3333,25.0,41,9,3.13,AU,1615779259
Zhangjiakou,40.81,114.8794,3.03,18,41,7.93,CN,1615779517
Rikitea,-23.1203,-134.9692,27.62,71,37,1.17,PF,1615779261
Voh,-20.9667,164.7,28.74,65,36,3.5,NC,1615779517
Lebu,-37.6167,-73.65,12.54,93,1,0.74,CL,1615779332
Qaanaaq,77.484,-69.3632,-21.49,61,99,3.47,GL,1615778994
Mahébourg,-20.4081,57.7,25.0,94,75,1.03,MU,1615778997
Chāmpa,22.05,82.65,30.5,17,0,2.49,IN,1615779518
Raudeberg,61.9875,5.1352,2.78,86,0,6.01,NO,1615779519
Touros,-5.1989,-35.4608,24.0,88,20,1.54,BR,1615779344
Rincon,32.296,-81.2354,18.0,77,1,1.54,US,1615779519
Padang,-0.9492,100.3543,29.0,70,20,1.54,ID,1615779320
Te Anau,-45.4167,167.7167,15.71,80,65,2.68,NZ,1615779422
Langham,52.3668,-106.9679,6.0,52,20,7.72,CA,1615779520
Zyryanka,65.75,150.85,-18.85,80,0,5.39,RU,1615779521
Kapaa,22.0752,-159.319,23.0,88,90,8.23,US,1615779264
Provideniya,64.3833,-173.3,-3.85,93,100,5.03,RU,1615779263
Avarua,-21.2078,-159.775,28.0,78,20,3.09,CK,1615779302
Deputatsky,69.3,139.9,-19.67,83,91,1.28,RU,1615779279
Punta Arenas,-53.15,-70.9167,9.0,87,90,3.09,CL,1615779202
Khatanga,71.9667,102.5,-28.65,92,100,5.08,RU,1615779271
Ushuaia,-54.8,-68.3,9.0,71,75,3.6,AR,1615779268
Husavik,66.0449,-17.3389,-10.0,85,0,1.54,IS,1615779523
Tateyama,34.9833,139.8667,16.11,47,20,3.09,JP,1615779523
Hilo,19.7297,-155.09,22.0,83,90,2.06,US,1615779330
Cape Town,-33.9258,18.4232,18.89,88,75,7.72,ZA,1615779233
Ambulu,-8.345,113.6058,29.54,73,14,1.57,ID,1615779352
Saskylakh,71.9167,114.0833,-28.32,93,97,1.71,RU,1615779360
Luena,-11.7833,19.9167,16.16,96,88,0.9,AO,1615779524
Kapaa,22.0752,-159.319,23.0,88,90,8.23,US,1615779264
Ushuaia,-54.8,-68.3,9.0,71,75,3.6,AR,1615779268
Bredasdorp,-34.5322,20.0403,19.0,94,100,1.54,ZA,1615779315
Albany,42.6001,-73.9662,-4.44,31,35,3.13,US,1615779219
Rahimatpur,17.6,74.2,29.28,23,2,1.95,IN,1615779526
Atuona,-9.8,-139.0333,26.9,69,7,4.74,PF,1615779259
Poum,-20.2333,164.0167,26.65,69,9,2.07,NC,1615779404
Daru,-9.0763,143.2092,28.79,74,64,2.94,PG,1615779527
Atuona,-9.8,-139.0333,26.9,69,7,4.74,PF,1615779259
Rikitea,-23.1203,-134.9692,27.62,71,37,1.17,PF,1615779261
Ushuaia,-54.8,-68.3,9.0,71,75,3.6,AR,1615779268
General Roca,-39.0333,-67.5833,21.0,60,0,2.06,AR,1615779335
Jodhpur,26.2867,73.03,28.62,19,49,1.17,IN,1615779009
Ushuaia,-54.8,-68.3,9.0,71,75,3.6,AR,1615779268
Faanui,-16.4833,-151.75,28.41,74,28,4.59,PF,1615779005
Hilo,19.7297,-155.09,22.0,83,90,2.06,US,1615779330
Kapaa,22.0752,-159.319,23.0,88,90,8.23,US,1615779264
Chui,-33.6971,-53.4616,16.9,82,0,1.31,UY,1615779270
Sabzawār,36.2126,57.6819,1.0,86,75,3.09,IR,1615779530
Avarua,-21.2078,-159.775,28.0,78,20,3.09,CK,1615779302
Buckeye,33.3703,-112.5838,17.78,34,24,0.45,US,1615779530
Hasaki,35.7333,140.8333,17.78,38,40,3.09,JP,1615779300
Tasiilaq,65.6145,-37.6368,-4.0,54,90,11.83,GL,1615779301
Cape Town,-33.9258,18.4232,18.89,88,75,7.72,ZA,1615779233
Saskylakh,71.9167,114.0833,-28.32,93,97,1.71,RU,1615779360
Ponta do Sol,32.6667,-17.1,12.78,69,99,0.89,PT,1615779105
Carnarvon,-24.8667,113.6333,31.0,62,0,4.63,AU,1615779307
Stokmarknes,68.5646,14.9108,0.56,82,86,0.89,NO,1615779532
Ushuaia,-54.8,-68.3,9.0,71,75,3.6,AR,1615779268
Puerto Ayora,-0.7393,-90.3518,25.0,92,75,1.57,EC,1615779264
Mount Isa,-20.7333,139.5,30.0,48,40,5.14,AU,1615779302
Albany,42.6001,-73.9662,-4.44,31,35,3.13,US,1615779219
Bambous Virieux,-20.3428,57.7575,25.0,94,75,1.03,MU,1615779290
Bluff,-46.6,168.3333,14.44,77,59,6.26,NZ,1615779267
Chu,43.5983,73.7614,-3.88,70,99,1.83,KZ,1615779330
Kaeo,-35.1,173.7833,23.89,69,53,4.02,NZ,1615779534
Villa del Rosario,7.8339,-72.4742,25.0,78,75,2.57,CO,1615779534
Port Alfred,-33.5906,26.891,20.56,96,98,4.2,ZA,1615778967
Byron Bay,-28.65,153.6167,21.0,94,90,6.69,AU,1615779351
Albany,42.6001,-73.9662,-4.44,31,35,3.13,US,1615779219
Punta Arenas,-53.15,-70.9167,9.0,87,90,3.09,CL,1615779202
Lanzhou,36.0564,103.7922,13.0,18,0,2.0,CN,1615779536
Punta Arenas,-53.15,-70.9167,9.0,87,90,3.09,CL,1615779202
Ushuaia,-54.8,-68.3,9.0,71,75,3.6,AR,1615779268
Kaitangata,-46.2817,169.8464,15.09,83,94,3.26,NZ,1615779260
Ribeira Grande,38.5167,-28.7,15.77,92,34,3.1,PT,1615779270
Bethel,41.3712,-73.414,-1.0,31,1,6.69,US,1615779297
Nelson Bay,-32.7167,152.15,22.78,77,75,6.17,AU,1615779537
Puerto Ayora,-0.7393,-90.3518,25.0,92,75,1.57,EC,1615779264
Hithadhoo,-0.6,73.0833,29.1,62,82,2.75,MV,1615779282
Anadyr,64.75,177.4833,-16.11,85,75,11.0,RU,1615779538
Bereda,43.2686,-7.5406,3.89,100,43,0.45,ES,1615779538
Katsuura,35.1333,140.3,17.0,41,40,5.14,JP,1615779260
Port Blair,11.6667,92.75,29.0,84,20,3.09,IN,1615779375
Katsuura,35.1333,140.3,17.0,41,40,5.14,JP,1615779260
Ushuaia,-54.8,-68.3,9.0,71,75,3.6,AR,1615779268
Taoudenni,22.6783,-3.9836,20.71,37,93,5.72,ML,1615779386
Shetpe,44.1667,52.1167,-1.46,41,0,5.68,KZ,1615779540
Hermanus,-34.4187,19.2345,16.11,95,91,0.45,ZA,1615779264
Ushuaia,-54.8,-68.3,9.0,71,75,3.6,AR,1615779268
Puerto Ayora,-0.7393,-90.3518,25.0,92,75,1.57,EC,1615779264
Hay River,60.8156,-115.7999,-16.0,78,100,5.66,CA,1615779297
Saskylakh,71.9167,114.0833,-28.32,93,97,1.71,RU,1615779360
Tongchuanshi,35.0806,109.0897,19.63,42,0,2.05,CN,1615779541
Moose Factory,51.2585,-80.6094,-17.0,60,1,4.63,CA,1615779457
Rikitea,-23.1203,-134.9692,27.62,71,37,1.17,PF,1615779261
Camacha,33.0833,-16.3333,16.0,72,20,3.09,PT,1615779353
Bredasdorp,-34.5322,20.0403,19.0,94,100,1.54,ZA,1615779315
Lebyazh'ye,55.2689,66.4947,-12.98,79,0,5.27,RU,1615779543
Chui,-33.6971,-53.4616,16.9,82,0,1.31,UY,1615779270
Saskylakh,71.9167,114.0833,-28.32,93,97,1.71,RU,1615779360
Bluff,-46.6,168.3333,14.44,77,59,6.26,NZ,1615779267
Paramonga,-10.6667,-77.8333,22.76,75,100,1.63,PE,1615779544
Kruisfontein,-34.0033,24.7314,20.0,97,100,0.89,ZA,1615778974
Pauini,-7.7136,-66.9764,22.64,97,84,0.61,BR,1615779544
Yaring,6.8662,101.3689,31.0,62,40,4.12,TH,1615779545
Busselton,-33.65,115.3333,25.0,41,9,3.13,AU,1615779259
Ushuaia,-54.8,-68.3,9.0,71,75,3.6,AR,1615779268
Kutum,14.2,24.6667,17.5,11,0,1.67,SD,1615779427
Jamestown,42.097,-79.2353,-5.0,63,1,4.68,US,1615779281
Progreso,21.2833,-89.6667,27.0,65,20,6.17,MX,1615779546
Pevek,69.7008,170.3133,-21.89,96,100,6.92,RU,1615779274
Faanui,-16.4833,-151.75,28.41,74,28,4.59,PF,1615779005
Xingcheng,40.6167,120.7167,11.77,20,38,5.71,CN,1615779547
Ancud,-41.8697,-73.8203,10.56,93,0,2.57,CL,1615779322
Lewistown,40.5992,-77.5714,1.0,27,1,9.77,US,1615779548
Albany,42.6001,-73.9662,-4.44,31,35,3.13,US,1615779219
Ushuaia,-54.8,-68.3,9.0,71,75,3.6,AR,1615779268
Kapaa,22.0752,-159.319,23.0,88,90,8.23,US,1615779264
Dali,25.7,100.1833,19.94,32,0,2.78,CN,1615779480
Hilo,19.7297,-155.09,22.0,83,90,2.06,US,1615779330
Conde,-7.2597,-34.9075,25.0,88,20,2.57,BR,1615779350
Torbay,47.6666,-52.7314,-2.78,93,90,2.57,CA,1615779047
Ugoofaaru,5.6667,73.0,28.17,76,34,5.43,MV,1615779550
Grand Gaube,-20.0064,57.6608,24.44,93,83,1.34,MU,1615779550
Rikitea,-23.1203,-134.9692,27.62,71,37,1.17,PF,1615779261
Ushuaia,-54.8,-68.3,9.0,71,75,3.6,AR,1615779268
Mataura,-46.1927,168.8643,14.44,77,99,6.26,NZ,1615779289
Malbork,54.0359,19.0266,1.67,100,96,3.75,PL,1615779551
Provideniya,64.3833,-173.3,-3.85,93,100,5.03,RU,1615779263
Ushuaia,-54.8,-68.3,9.0,71,75,3.6,AR,1615779268
Launceston,-41.45,147.1667,24.44,46,40,3.6,AU,1615779527
Pecos,31.4229,-103.4932,14.0,18,1,4.63,US,1615779102
Galesong,-5.3166,119.3661,29.0,79,20,3.09,ID,1615779553
Tsimmerbude,54.675,20.1347,3.0,87,75,5.0,RU,1615779394
Mataura,-46.1927,168.8643,14.44,77,99,6.26,NZ,1615779289
Atuona,-9.8,-139.0333,26.9,69,7,4.74,PF,1615779259
Saskylakh,71.9167,114.0833,-28.32,93,97,1.71,RU,1615779360
Jamestown,42.097,-79.2353,-5.0,63,1,4.68,US,1615779281
Vila Franca do Campo,37.7167,-25.4333,16.0,94,75,3.09,PT,1615779342
New Norfolk,-42.7826,147.0587,21.67,41,20,1.34,AU,1615779266
Ushuaia,-54.8,-68.3,9.0,71,75,3.6,AR,1615779268
Nome,64.5011,-165.4064,-7.0,93,90,6.69,US,1615779555
Horsham,51.064,-0.3272,8.33,81,20,4.12,GB,1615779378
Ushuaia,-54.8,-68.3,9.0,71,75,3.6,AR,1615779268
Oranjestad,12.524,-70.027,26.0,78,20,7.2,AW,1615779556
Hobart,-42.8794,147.3294,21.67,40,40,8.75,AU,1615779002
Avarua,-21.2078,-159.775,28.0,78,20,3.09,CK,1615779302
Ust-Tsilma,65.441,52.1498,-3.21,95,100,3.5,RU,1615779557
Cherskiy,68.75,161.3,-23.49,90,81,3.19,RU,1615779377
Sioux Lookout,50.1001,-91.917,-5.0,39,1,1.54,CA,1615779557
Rikitea,-23.1203,-134.9692,27.62,71,37,1.17,PF,1615779261
Mataura,-46.1927,168.8643,14.44,77,99,6.26,NZ,1615779289
Klaksvík,62.2266,-6.589,2.0,87,75,4.12,FO,1615779367
Hithadhoo,-0.6,73.0833,29.1,62,82,2.75,MV,1615779282
Kashiwazaki,37.3667,138.55,10.56,67,48,0.45,JP,1615779558
Provideniya,64.3833,-173.3,-3.85,93,100,5.03,RU,1615779263
Lamar,33.6668,-95.5836,11.67,100,75,3.09,US,1615779559
Sørland,67.667,12.6934,3.42,65,96,5.13,NO,1615779347
Beni,0.5,29.4667,16.99,90,96,1.05,CD,1615779560
Vila Franca do Campo,37.7167,-25.4333,16.0,94,75,3.09,PT,1615779342
Bengkulu,-3.8004,102.2655,28.36,76,9,2.74,ID,1615779268
Oyëk,52.5861,104.4556,-12.0,67,0,2.0,RU,1615779561
Rikitea,-23.1203,-134.9692,27.62,71,37,1.17,PF,1615779261
Mar del Plata,-38.0023,-57.5575,20.56,94,0,2.57,AR,1615779272
Hermanus,-34.4187,19.2345,16.11,95,91,0.45,ZA,1615779264
New Norfolk,-42.7826,147.0587,21.67,41,20,1.34,AU,1615779266
Klaksvík,62.2266,-6.589,2.0,87,75,4.12,FO,1615779367
Castro,-24.7911,-50.0119,16.73,91,16,0.94,BR,1615779175
Carnarvon,-24.8667,113.6333,31.0,62,0,4.63,AU,1615779307
Longyearbyen,78.2186,15.6401,-18.0,60,20,4.63,SJ,1615779361
Hilo,19.7297,-155.09,22.0,83,90,2.06,US,1615779330
Jamestown,42.097,-79.2353,-5.0,63,1,4.68,US,1615779281
Kavieng,-2.5744,150.7967,29.32,67,92,4.76,PG,1615779370
Vaini,-21.2,-175.2,24.0,94,75,1.54,TO,1615779277
Hobart,-42.8794,147.3294,21.67,40,40,8.75,AU,1615779002
São Filipe,14.8961,-24.4956,21.49,73,0,1.82,CV,1615779440
Ushuaia,-54.8,-68.3,9.0,71,75,3.6,AR,1615779268
Paamiut,61.994,-49.6678,-3.37,67,99,7.72,GL,1615779564
Port Alfred,-33.5906,26.891,20.56,96,98,4.2,ZA,1615778967
Mürzzuschlag,47.6,15.6833,-3.33,79,89,2.86,AT,1615779565
Qaqortoq,60.7167,-46.0333,3.0,44,90,19.55,GL,1615779417
Narsaq,60.9167,-46.05,3.0,44,90,19.55,GL,1615779271
Busselton,-33.65,115.3333,25.0,41,9,3.13,AU,1615779259
Nikolskoye,59.7035,30.7861,2.0,93,75,3.0,RU,1615779294
Sambava,-14.2667,50.1667,25.48,81,26,2.54,MG,1615779317
Tuktoyaktuk,69.4541,-133.0374,-28.0,76,75,4.12,CA,1615779286
Punta Arenas,-53.15,-70.9167,9.0,87,90,3.09,CL,1615779202
Punta Arenas,-53.15,-70.9167,9.0,87,90,3.09,CL,1615779202
Kapaa,22.0752,-159.319,23.0,88,90,8.23,US,1615779264
Hobart,-42.8794,147.3294,21.67,40,40,8.75,AU,1615779002
Hong Kong,22.2855,114.1577,26.11,70,52,5.95,HK,1615779353
Port Elizabeth,-33.918,25.5701,20.0,94,100,1.54,ZA,1615779264
Gmina Lwówek Śląski,51.1107,15.5858,3.33,82,35,2.68,PL,1615779568
New Norfolk,-42.7826,147.0587,21.67,41,20,1.34,AU,1615779266
Honningsvåg,70.9821,25.9704,-0.43,88,100,8.28,NO,1615779569
Mataura,-46.1927,168.8643,14.44,77,99,6.26,NZ,1615779289
Wellington,-41.2866,174.7756,20.0,68,83,10.29,NZ,1615779569
Rikitea,-23.1203,-134.9692,27.62,71,37,1.17,PF,1615779261
Gazimurskiy Zavod,51.5461,118.3266,-7.01,67,100,10.64,RU,1615779570
Onoda,34.0014,131.1836,15.0,82,40,2.57,JP,1615779570
Busselton,-33.65,115.3333,25.0,41,9,3.13,AU,1615779259
Ust-Maya,60.4167,134.5333,-6.4,93,100,3.15,RU,1615779571
Nandu,22.8525,110.8233,25.56,100,64,2.83,CN,1615779572
Dikson,73.5069,80.5464,-30.81,97,100,5.5,RU,1615779572
Aberdeen,57.1437,-2.0981,5.0,70,90,7.72,GB,1615779572
Vágur,61.4732,-6.8119,4.58,69,21,4.69,FO,1615779573
Busselton,-33.65,115.3333,25.0,41,9,3.13,AU,1615779259
Mahébourg,-20.4081,57.7,25.0,94,75,1.03,MU,1615778997
Saldanha,-33.0117,17.9442,16.0,88,76,8.75,ZA,1615779373
Ushuaia,-54.8,-68.3,9.0,71,75,3.6,AR,1615779268
Tigre,-34.426,-58.5796,24.0,60,0,4.12,AR,1615779574
Itupiranga,-5.1347,-49.3267,22.25,96,25,0.08,BR,1615779416
Cherskiy,68.75,161.3,-23.49,90,81,3.19,RU,1615779377
Kutum,14.2,24.6667,17.5,11,0,1.67,SD,1615779427
Kapaa,22.0752,-159.319,23.0,88,90,8.23,US,1615779264
Ushuaia,-54.8,-68.3,9.0,71,75,3.6,AR,1615779268
Hermanus,-34.4187,19.2345,16.11,95,91,0.45,ZA,1615779264
Katsuura,35.1333,140.3,17.0,41,40,5.14,JP,1615779260
